page_id,book,family,correctable_index,role,spans,span_chars,min_conf,clean,parsed,accepted,reason,outside_segments,outside_edits,changed_spans,changed_chars,seconds
book-09-p0302,9,A,0,body,1,2,0.551046,1,1,1,,0,0,0,0,42.42
book-09-p0309,9,A,40,body,1,9,0.520066,1,1,1,,0,0,0,0,10.32
book-09-p0309,9,A,43,body,1,5,0.257506,0,1,1,,0,0,1,2,32.11
book-09-p0322,9,A,2,body,1,10,0.499756,1,1,1,,0,0,0,0,10.95
book-09-p0332,9,A,22,body,1,7,0.503320,0,1,1,,0,0,1,1,31.66
book-09-p0333,9,A,0,body,1,5,0.402286,0,1,1,,0,0,1,2,33.12
book-09-p0333,9,A,40,body,1,5,0.499427,1,0,0,unparsed,0,0,0,0,40.58
book-09-p0333,9,A,43,body,1,5,0.486929,0,1,1,,0,0,1,2,51.48
book-09-p0369,9,A,20,body,1,13,0.591094,0,1,1,,0,0,1,1,33.48
book-09-p0382,9,A,14,body,1,1,0.538948,0,1,1,,0,0,1,1,25.21
book-10-p0012,10,A,9,body,1,2,0.531675,0,1,1,,0,0,1,2,17.00
book-10-p0012,10,A,12,body,1,4,0.475333,1,1,1,,0,0,0,0,59.48
book-10-p0012,10,A,17,body,1,2,0.279025,0,1,1,,0,0,1,1,35.65
book-10-p0012,10,A,40,body,1,4,0.368160,0,1,1,,0,0,1,3,14.94
book-10-p0022,10,A,2,body,1,5,0.498960,0,1,1,,0,0,1,2,40.20
book-10-p0028,10,A,1,body,1,4,0.596679,1,1,1,,0,0,0,0,56.69
book-10-p0028,10,A,8,title,1,8,0.403617,0,1,1,,0,0,1,1,34.45
book-10-p0028,10,A,10,body,1,4,0.477346,0,1,1,,0,0,1,2,16.33
book-10-p0028,10,A,14,body,1,4,0.508459,0,1,1,,0,0,1,2,29.87
book-10-p0028,10,A,18,body,1,15,0.551350,0,1,1,,0,0,1,2,16.50
book-10-p0032,10,A,14,body,1,6,0.558512,0,1,1,,0,0,1,3,54.98
book-10-p0032,10,A,21,body,1,6,0.563652,1,1,1,,0,0,0,0,18.30
book-10-p0032,10,A,27,body,1,2,0.568040,0,1,1,,0,0,1,1,28.36
book-10-p0033,10,A,37,body,1,8,0.596577,1,1,1,,0,0,0,0,20.15
book-10-p0033,10,A,42,body,1,8,0.285612,0,1,1,,0,0,1,2,31.02
book-10-p0062,10,A,16,body,1,9,0.577444,1,0,0,unparsed,0,0,0,0,25.87
book-10-p0099,10,A,18,body,1,5,0.526654,0,1,1,,0,0,1,1,7.88
book-10-p0099,10,A,42,body,1,10,0.457042,1,0,0,unparsed,0,0,0,0,47.75
book-10-p0099,10,A,43,body,1,4,0.550168,1,1,1,,0,0,0,0,14.26
book-10-p0104,10,A,0,body,1,1,0.539917,0,1,1,,0,0,1,2,10.27
book-10-p0104,10,A,21,body,1,10,0.549778,1,1,1,,0,0,0,0,47.51
book-10-p0110,10,A,7,body,1,4,0.561822,0,1,1,,0,0,1,2,22.22
book-10-p0110,10,A,30,body,1,12,0.477197,1,1,1,,0,0,0,0,37.83
book-10-p0110,10,A,40,body,1,7,0.512269,0,1,1,,0,0,1,4,22.30
book-10-p0110,10,A,42,body,1,5,0.281355,1,1,1,,0,0,0,0,34.01
book-10-p0130,10,A,10,body,1,8,0.541033,0,1,1,,0,0,1,4,41.64
book-10-p0130,10,A,41,body,1,3,0.447735,0,1,1,,0,0,1,1,21.52
book-10-p0134,10,A,23,body,1,1,0.411363,1,1,1,,0,0,0,0,20.63
book-10-p0151,10,A,41,body,1,7,0.556815,0,1,1,,0,0,1,1,23.44
book-10-p0178,10,A,9,body,1,5,0.559310,0,1,1,,0,0,1,1,22.65
book-10-p0181,10,A,42,body,1,8,0.531843,0,1,1,,0,0,1,2,22.37
book-10-p0196,10,A,42,body,1,9,0.505601,0,1,1,,0,0,1,1,34.25
book-10-p0200,10,A,0,body,1,1,0.555331,0,1,1,,0,0,1,1,28.11
book-10-p0205,10,A,7,body,1,8,0.536147,0,1,1,,0,0,1,1,25.92
book-10-p0205,10,A,10,title,1,6,0.529886,0,1,1,,0,0,1,1,17.97
book-10-p0243,10,A,30,body,1,6,0.566037,0,1,1,,0,0,1,2,18.78
book-10-p0272,10,A,4,body,1,6,0.597910,0,1,1,,0,0,1,1,17.58
book-11-p0001,11,A,0,body,1,4,0.513765,1,1,1,,0,0,0,0,15.40
book-11-p0001,11,A,1,body,2,16,0.135097,1,0,0,unparsed,0,0,0,0,45.18
book-11-p0001,11,A,2,body,2,12,0.509057,0,1,1,,0,0,1,3,51.91
book-11-p0001,11,A,3,body,2,18,0.259352,0,1,1,,0,0,2,6,67.03
book-11-p0001,11,A,4,body,2,22,0.184833,1,0,0,unparsed,0,0,0,0,52.10
book-11-p0001,11,A,5,body,1,16,0.579484,0,1,1,,0,0,1,1,41.16
book-11-p0005,11,A,20,body,1,6,0.517291,0,1,1,,0,0,1,6,12.37
book-11-p0049,11,A,43,body,1,4,0.417300,0,1,1,,0,0,1,1,19.84
book-11-p0073,11,A,26,title,1,1,0.529739,0,1,1,,0,0,1,1,55.25
book-11-p0099,11,A,35,body,1,15,0.522048,1,0,0,unparsed,0,0,0,0,79.05
book-11-p0121,11,A,16,body,1,9,0.580636,0,1,1,,0,0,1,3,70.19
book-11-p0125,11,A,8,body,1,2,0.538385,1,1,1,,0,0,0,0,41.71
book-11-p0153,11,A,29,body,1,5,0.507423,1,1,1,,0,0,0,0,38.61
book-11-p0169,11,A,0,body,1,9,0.548352,0,1,1,,0,0,1,2,56.97
book-11-p0169,11,A,16,body,1,5,0.502007,0,1,1,,0,0,1,1,43.94
book-11-p0169,11,A,26,body,1,3,0.550674,1,1,1,,0,0,0,0,64.84
book-11-p0170,11,A,4,title,1,6,0.498626,0,1,1,,0,0,1,1,73.87
book-11-p0170,11,A,14,body,1,10,0.497699,0,1,1,,0,0,1,4,47.37
book-11-p0170,11,A,23,body,1,6,0.521422,0,1,1,,0,0,1,1,36.52
book-11-p0175,11,A,0,body,1,7,0.479176,1,1,1,,0,0,0,0,61.97
book-11-p0189,11,A,41,body,1,7,0.544637,0,1,1,,0,0,1,1,57.16
book-11-p0198,11,A,1,body,1,2,0.505248,0,1,1,,0,0,1,1,20.31
book-11-p0198,11,A,18,body,1,7,0.536972,0,1,1,,0,0,1,1,11.73
book-11-p0198,11,A,41,body,1,8,0.424766,0,1,1,,0,0,1,1,19.42
book-11-p0198,11,A,42,body,5,40,0.350996,0,1,1,,0,0,3,6,41.96
book-11-p0201,11,A,16,title,1,7,0.535845,1,1,1,,0,0,0,0,12.06
book-11-p0206,11,A,0,body,1,2,0.240171,0,1,1,,0,0,1,2,12.83
book-11-p0206,11,A,19,body,1,8,0.554303,0,1,1,,0,0,1,1,13.92
book-11-p0206,11,A,37,body,1,5,0.558525,0,1,1,,0,0,1,3,19.99
book-11-p0217,11,A,9,body,1,13,0.590590,1,1,1,,0,0,0,0,13.60
book-11-p0217,11,A,14,body,1,5,0.575540,1,1,0,outside-changed,1,1,0,0,19.02
book-11-p0217,11,A,28,body,1,7,0.515409,0,1,1,,0,0,1,2,25.08
book-11-p0217,11,A,38,body,1,9,0.560295,0,1,1,,0,0,1,6,56.38
book-11-p0219,11,A,23,body,1,6,0.579390,0,1,1,,0,0,1,2,12.91
book-11-p0237,11,A,27,title,1,8,0.561923,0,1,1,,0,0,1,1,20.90
book-11-p0237,11,A,28,body,1,5,0.585241,0,1,1,,0,0,1,2,40.40
book-11-p0249,11,A,7,body,1,3,0.515054,0,1,1,,0,0,1,2,49.78
book-11-p0282,11,A,0,body,1,6,0.406515,1,1,1,,0,0,0,0,52.09
book-11-p0285,11,A,15,body,1,9,0.539745,0,1,1,,0,0,1,1,53.85
book-11-p0285,11,A,38,body,1,6,0.540268,0,1,1,,0,0,1,1,11.62
book-11-p0291,11,A,1,title,1,5,0.565784,1,1,1,,0,0,0,0,44.76
book-11-p0291,11,A,14,body,1,6,0.456010,1,1,1,,0,0,0,0,12.24
book-11-p0308,11,A,0,body,1,1,0.532361,0,1,1,,0,0,1,1,28.13
book-11-p0308,11,A,14,title,1,6,0.536617,0,1,1,,0,0,1,2,13.83
book-11-p0324,11,A,0,body,1,2,0.523580,1,1,1,,0,0,0,0,14.42
book-12-p0014,12,A,1,body,1,2,0.580238,1,1,1,,0,0,0,0,14.14
book-12-p0014,12,A,4,body,1,8,0.362912,0,1,1,,0,0,1,2,18.99
book-12-p0014,12,A,5,body,1,6,0.471117,0,1,1,,0,0,1,1,15.98
book-12-p0014,12,A,10,body,2,12,0.454532,0,1,1,,0,0,2,9,39.42
book-12-p0014,12,A,27,body,1,5,0.571787,0,1,1,,0,0,1,1,29.31
book-12-p0014,12,A,33,body,1,5,0.509270,0,1,1,,0,0,1,2,39.78
book-12-p0014,12,A,37,body,1,6,0.588742,0,1,1,,0,0,1,2,13.57
book-12-p0014,12,A,39,body,1,8,0.539169,0,1,1,,0,0,1,6,25.74
book-12-p0014,12,A,46,body,1,8,0.478132,1,1,1,,0,0,0,0,18.06
book-12-p0014,12,A,50,body,1,6,0.519264,0,1,1,,0,0,1,2,31.80
book-12-p0014,12,A,51,body,1,7,0.598932,0,1,1,,0,0,1,4,32.57
book-12-p0014,12,A,55,body,2,10,0.425081,0,1,1,,0,0,2,4,48.93
book-12-p0014,12,A,56,body,2,14,0.517977,1,0,0,unparsed,0,0,0,0,73.32
book-12-p0014,12,A,57,body,5,30,0.335926,0,1,1,,0,0,5,13,46.30
book-12-p0046,12,A,26,body,1,2,0.574020,0,1,1,,0,0,1,1,19.65
book-12-p0046,12,A,32,body,1,4,0.565372,0,1,1,,0,0,1,2,13.81
book-12-p0072,12,A,14,body,1,8,0.599657,1,1,1,,0,0,0,0,19.37
book-12-p0072,12,A,42,body,1,5,0.545262,0,1,1,,0,0,1,1,15.83
book-12-p0085,12,A,32,body,1,5,0.554510,1,1,0,outside-changed,1,2,0,0,19.72
book-12-p0168,12,A,25,body,1,1,0.495893,1,1,1,,0,0,0,0,16.53
book-12-p0213,12,A,16,body,1,7,0.452037,0,1,1,,0,0,1,2,24.97
book-12-p0213,12,A,42,body,1,3,0.500386,0,1,1,,0,0,1,3,36.90
book-12-p0223,12,A,22,title,1,10,0.568202,1,1,1,,0,0,0,0,24.55
book-12-p0223,12,A,27,title,1,2,0.355018,1,0,0,unparsed,0,0,0,0,35.21
book-12-p0225,12,A,1,body,1,5,0.498644,1,1,1,,0,0,0,0,25.07
book-12-p0225,12,A,13,body,1,9,0.454875,0,1,1,,0,0,1,2,34.03
book-12-p0225,12,A,34,body,1,12,0.539908,1,0,0,unparsed,0,0,0,0,41.85
book-12-p0242,12,A,1,body,1,8,0.333542,0,1,1,,0,0,1,1,22.27
book-12-p0242,12,A,21,body,1,1,0.536231,0,1,1,,0,0,1,2,42.07
book-12-p0242,12,A,40,body,1,6,0.567826,0,1,1,,0,0,1,1,17.82
book-12-p0255,12,A,11,title,1,6,0.586261,0,1,1,,0,0,1,1,19.61
book-12-p0256,12,A,10,body,1,10,0.597223,0,1,1,,0,0,1,1,43.59
book-12-p0266,12,A,7,body,1,6,0.564263,1,1,1,,0,0,0,0,18.75
book-12-p0266,12,A,30,body,1,2,0.483095,0,1,1,,0,0,1,2,20.61
book-12-p0266,12,A,33,body,1,12,0.525274,0,1,1,,0,0,1,1,18.00
book-12-p0304,12,A,2,body,1,5,0.433729,0,1,1,,0,0,1,2,17.60
book-12-p0363,12,A,40,body,1,4,0.501366,1,1,1,,0,0,0,0,20.88
book-12-p0370,12,A,9,body,1,11,0.495324,0,1,1,,0,0,1,1,19.94
book-12-p0372,12,A,25,body,1,11,0.581732,0,1,1,,0,0,1,1,16.37
book-12-p0376,12,A,42,body,1,8,0.585693,0,1,1,,0,0,1,4,35.62
book-12-p0407,12,A,15,body,1,5,0.586793,1,1,1,,0,0,0,0,36.54
book-12-p0407,12,A,42,body,1,3,0.566041,1,1,0,outside-changed,1,3,0,0,32.75
book-12-p0407,12,A,43,body,2,6,0.278849,1,0,0,unparsed,0,0,0,0,39.06
book-12-p0421,12,A,36,body,1,6,0.512398,1,1,1,,0,0,0,0,40.11
book-12-p0424,12,A,31,body,1,7,0.507444,0,1,1,,0,0,1,1,34.92
book-12-p0478,12,A,38,body,1,4,0.598671,1,1,1,,0,0,0,0,26.40
book-13-p0036,13,B,1,body,1,3,0.587436,0,1,1,,0,0,1,1,13.78
book-13-p0036,13,B,9,body,1,2,0.485146,1,1,1,,0,0,0,0,69.23
book-13-p0036,13,B,19,body,1,7,0.581028,0,1,1,,0,0,1,5,74.66
book-13-p0111,13,B,8,body,1,7,0.543097,0,1,1,,0,0,1,2,53.81
book-13-p0111,13,B,20,body,1,3,0.457253,0,1,1,,0,0,1,2,70.54
book-13-p0120,13,B,20,body,1,6,0.482197,0,1,1,,0,0,1,4,60.46
book-13-p0230,13,B,17,body,1,6,0.568452,0,1,1,,0,0,1,1,62.58
book-13-p0238,13,B,19,body,1,14,0.546956,1,1,1,,0,0,0,0,42.18
book-13-p0238,13,B,20,body,1,1,0.451445,0,1,1,,0,0,1,1,21.24
book-13-p0432,13,B,14,title,1,4,0.527832,1,1,1,,0,0,0,0,29.60
book-13-p0637,13,B,5,body,1,6,0.580174,1,1,1,,0,0,0,0,25.25
book-13-p0637,13,B,22,body,1,5,0.522750,0,1,1,,0,0,1,1,23.42
book-13-p0649,13,B,0,body,1,2,0.519873,1,1,1,,0,0,0,0,19.59
book-13-p0662,13,B,16,body,1,6,0.413276,0,1,1,,0,0,1,5,21.57
book-13-p0668,13,B,10,body,1,3,0.552529,0,1,1,,0,0,1,2,23.32
book-13-p0712,13,B,4,body,1,10,0.572120,0,1,1,,0,0,1,3,24.99
book-13-p0727,13,B,2,body,1,7,0.584487,0,1,1,,0,0,1,2,30.84
book-13-p0727,13,B,7,body,1,8,0.575353,0,1,1,,0,0,1,4,30.34
book-13-p0727,13,B,18,body,1,2,0.451335,0,1,1,,0,0,1,1,37.11
book-13-p0732,13,B,3,body,1,3,0.317196,0,1,1,,0,0,1,1,31.23
book-13-p0732,13,B,9,body,1,8,0.501140,0,1,1,,0,0,1,3,35.53
book-13-p0732,13,B,10,body,1,2,0.595225,0,1,1,,0,0,1,2,30.11
book-13-p0732,13,B,11,body,1,2,0.549117,1,1,1,,0,0,0,0,31.88
book-13-p0732,13,B,18,body,1,10,0.411520,1,1,1,,0,0,0,0,50.83
book-13-p0732,13,B,22,body,1,7,0.586451,0,1,1,,0,0,1,1,40.98
book-14-p0031,14,B,6,body,1,4,0.394720,1,1,1,,0,0,0,0,39.12
book-14-p0031,14,B,7,body,1,6,0.553323,1,1,1,,0,0,0,0,28.86
book-14-p0031,14,B,17,body,1,4,0.320715,1,1,1,,0,0,0,0,25.50
book-14-p0172,14,B,4,body,1,8,0.546038,1,1,1,,0,0,0,0,43.25
book-14-p0172,14,B,24,body,1,4,0.483025,0,1,1,,0,0,1,1,23.56
book-14-p0195,14,B,6,body,1,8,0.578010,0,1,1,,0,0,1,3,33.87
book-14-p0195,14,B,8,body,1,7,0.549189,1,1,1,,0,0,0,0,26.75
book-14-p0195,14,B,17,body,1,5,0.505666,0,1,1,,0,0,1,3,71.37
book-14-p0195,14,B,20,body,1,6,0.458811,0,1,1,,0,0,1,2,42.96
book-14-p0299,14,B,18,body,1,8,0.508413,0,1,1,,0,0,1,3,22.99
book-14-p0421,14,B,0,body,1,2,0.488713,1,1,1,,0,0,0,0,33.52
book-14-p0421,14,B,1,body,1,8,0.552197,1,1,1,,0,0,0,0,70.66
book-14-p0421,14,B,9,body,1,6,0.531090,0,1,1,,0,0,1,2,34.68
book-14-p0421,14,B,10,body,1,6,0.509700,0,1,1,,0,0,1,2,26.43
book-14-p0421,14,B,17,body,1,3,0.555898,0,1,1,,0,0,1,1,17.91
book-14-p0421,14,B,23,body,1,8,0.571657,0,1,1,,0,0,1,3,38.79
book-14-p0424,14,B,11,body,1,9,0.469459,1,0,0,unparsed,0,0,0,0,46.92
book-14-p0426,14,B,10,body,1,3,0.532140,0,1,1,,0,0,1,2,47.48
book-14-p0426,14,B,11,body,1,9,0.448072,0,1,1,,0,0,1,2,42.96
book-14-p0426,14,B,13,body,1,5,0.501463,0,1,1,,0,0,1,1,20.19
book-14-p0426,14,B,24,body,1,4,0.581296,1,1,1,,0,0,0,0,34.38
book-14-p0437,14,B,0,body,1,5,0.508732,1,1,0,outside-changed,1,2,0,0,36.70
book-14-p0437,14,B,3,body,1,6,0.502069,1,1,1,,0,0,0,0,23.29
book-14-p0437,14,B,7,body,1,6,0.501810,1,1,1,,0,0,0,0,35.86
book-14-p0515,14,B,5,body,1,8,0.598650,1,1,1,,0,0,0,0,21.83
book-14-p0531,14,B,9,body,1,6,0.572266,1,1,1,,0,0,0,0,30.44
book-14-p0531,14,B,17,body,1,4,0.310332,1,1,1,,0,0,0,0,33.03
book-14-p0541,14,B,5,body,1,7,0.451935,1,0,0,unparsed,0,0,0,0,54.70
book-14-p0551,14,B,1,body,1,4,0.563763,1,1,0,outside-changed,1,1,0,0,51.15
book-14-p0554,14,B,15,body,1,6,0.524565,1,1,0,outside-changed,1,37,0,0,58.61
book-14-p0554,14,B,20,body,1,10,0.484226,1,1,1,,0,0,0,0,13.78
book-14-p0559,14,B,12,body,1,8,0.573700,0,1,1,,0,0,1,1,45.90
book-14-p0559,14,B,13,body,1,5,0.459319,1,1,1,,0,0,0,0,11.49
book-14-p0568,14,B,4,body,1,4,0.597966,0,1,1,,0,0,1,1,24.66
book-14-p0568,14,B,15,body,1,4,0.586877,0,1,1,,0,0,1,1,8.20
book-14-p0621,14,B,0,body,1,6,0.325137,1,1,1,,0,0,0,0,23.03
book-14-p0621,14,B,1,body,1,5,0.532679,0,1,1,,0,0,1,1,7.63
book-14-p0621,14,B,16,body,1,5,0.524423,0,1,1,,0,0,1,3,30.74
book-14-p0621,14,B,28,body,1,4,0.309262,0,1,1,,0,0,1,1,34.96
book-14-p0669,14,B,0,title,1,10,0.451256,0,1,1,,0,0,1,1,7.32
book-14-p0669,14,B,2,title,1,9,0.590486,1,1,1,,0,0,0,0,52.47
book-15-p0332,15,B,8,body,2,6,0.533169,0,1,1,,0,0,2,2,7.99
book-15-p0366,15,B,14,body,1,4,0.565279,0,1,1,,0,0,1,1,29.46
book-15-p0560,15,B,15,body,1,7,0.581658,1,1,1,,0,0,0,0,56.15
book-15-p0563,15,B,23,body,1,6,0.556547,0,1,1,,0,0,1,2,34.08
book-15-p0575,15,B,4,body,1,8,0.311286,0,1,1,,0,0,1,4,16.18
book-15-p0575,15,B,5,body,1,4,0.590625,0,1,1,,0,0,1,2,24.27
book-15-p0575,15,B,11,body,1,7,0.518849,0,1,1,,0,0,1,2,20.23
book-15-p0575,15,B,12,body,1,4,0.335243,0,1,1,,0,0,1,1,13.69
book-15-p0575,15,B,16,body,1,8,0.596894,0,1,1,,0,0,1,2,18.17
book-15-p0575,15,B,17,body,1,4,0.563545,0,1,1,,0,0,1,1,16.88
book-15-p0575,15,B,19,body,1,7,0.578130,0,1,1,,0,0,1,1,23.88
book-15-p0575,15,B,20,body,1,5,0.543242,0,1,1,,0,0,1,1,40.69
book-15-p0575,15,B,22,body,1,4,0.323711,1,1,1,,0,0,0,0,25.86
book-15-p0575,15,B,27,body,1,3,0.413128,0,1,1,,0,0,1,1,38.54
book-15-p0575,15,B,28,body,1,3,0.583364,1,1,1,,0,0,0,0,12.16
book-15-p0575,15,B,33,body,1,3,0.546655,1,1,1,,0,0,0,0,21.13
book-16-p0022,16,B,21,body,1,7,0.589469,0,1,1,,0,0,1,1,13.47
book-16-p0028,16,B,3,body,1,2,0.577413,0,1,1,,0,0,1,2,15.72
book-16-p0028,16,B,12,body,1,6,0.522622,0,1,1,,0,0,1,2,21.45
book-16-p0028,16,B,14,body,1,7,0.520413,0,1,1,,0,0,1,1,20.21
book-16-p0078,16,B,18,body,1,5,0.537080,0,1,1,,0,0,1,1,13.50
book-16-p0105,16,B,26,body,1,3,0.429318,0,1,1,,0,0,1,2,23.46
book-16-p0187,16,B,11,body,1,5,0.579136,0,1,1,,0,0,1,2,27.58
book-16-p0187,16,B,25,body,1,10,0.553342,0,1,1,,0,0,1,1,14.92
book-16-p0187,16,B,27,body,2,16,0.512760,0,1,1,,0,0,2,3,17.13
book-16-p0212,16,B,0,body,1,5,0.580146,0,1,1,,0,0,1,1,20.25
book-16-p0267,16,B,0,body,1,6,0.521667,1,1,1,,0,0,0,0,15.50
book-16-p0334,16,B,10,body,1,4,0.526669,1,1,1,,0,0,0,0,16.02
book-16-p0358,16,B,8,body,1,5,0.576012,0,1,1,,0,0,1,4,19.34
book-16-p0358,16,B,9,body,1,4,0.597590,0,1,1,,0,0,1,1,16.84
book-16-p0358,16,B,18,body,1,6,0.523588,0,1,1,,0,0,1,1,40.39
book-16-p0390,16,B,6,body,1,9,0.511395,0,1,1,,0,0,1,1,18.26
book-16-p0390,16,B,24,body,1,6,0.519891,1,1,1,,0,0,0,0,26.58
book-16-p0390,16,B,25,body,1,4,0.580909,1,1,1,,0,0,0,0,31.56
book-16-p0471,16,B,21,body,1,5,0.547996,0,1,1,,0,0,1,1,16.51
book-16-p0471,16,B,24,body,1,10,0.581413,0,1,1,,0,0,1,2,31.05
book-16-p0547,16,B,4,body,1,8,0.548361,0,1,1,,0,0,1,1,29.31
book-16-p0547,16,B,5,body,2,10,0.521037,0,1,1,,0,0,1,2,31.93
book-16-p0547,16,B,8,body,1,4,0.293954,1,0,0,unparsed,0,0,0,0,38.58
book-17-p0017,17,B,13,body,1,9,0.576424,0,1,1,,0,0,1,2,20.39
book-17-p0017,17,B,16,body,1,4,0.528264,0,1,1,,0,0,1,1,25.55
book-17-p0028,17,B,0,body,1,4,0.549070,0,1,1,,0,0,1,1,31.69
book-17-p0028,17,B,1,body,1,5,0.434817,0,1,1,,0,0,1,1,15.27
book-17-p0028,17,B,7,body,1,5,0.587618,1,1,1,,0,0,0,0,38.06
book-17-p0028,17,B,10,body,1,4,0.524124,0,1,1,,0,0,1,2,22.97
book-17-p0028,17,B,21,body,1,6,0.484792,0,1,1,,0,0,1,1,21.85
book-17-p0059,17,B,21,body,1,5,0.547480,1,1,1,,0,0,0,0,39.60
book-17-p0059,17,B,26,body,1,6,0.555640,1,1,1,,0,0,0,0,12.32
book-17-p0177,17,B,6,body,1,2,0.517820,1,1,1,,0,0,0,0,13.21
book-17-p0215,17,B,27,body,1,7,0.496765,1,1,1,,0,0,0,0,25.26
book-17-p0229,17,B,15,body,1,6,0.560461,0,1,1,,0,0,1,1,27.78
book-17-p0305,17,B,11,body,1,6,0.528488,1,1,1,,0,0,0,0,19.31
book-17-p0305,17,B,24,body,1,9,0.534996,0,1,1,,0,0,1,3,71.00
book-17-p0361,17,B,28,body,1,4,0.589186,1,1,1,,0,0,0,0,42.58
book-17-p0462,17,B,21,body,1,6,0.596253,0,1,1,,0,0,1,2,40.85
book-17-p0505,17,B,9,body,1,7,0.508958,0,1,1,,0,0,1,3,60.94
book-17-p0520,17,B,3,body,1,8,0.498159,0,1,1,,0,0,1,4,60.50
book-17-p0563,17,B,3,body,1,3,0.412434,0,1,1,,0,0,1,2,57.29
book-17-p0563,17,B,22,body,1,6,0.509133,0,1,1,,0,0,1,4,37.75
book-17-p0592,17,B,8,body,1,8,0.400990,0,1,1,,0,0,1,1,44.12
book-17-p0592,17,B,12,body,1,4,0.546044,1,1,1,,0,0,0,0,26.23
book-17-p0592,17,B,27,body,2,15,0.442996,0,1,1,,0,0,1,5,23.81
book-17-p0605,17,B,20,body,1,7,0.520280,1,1,1,,0,0,0,0,36.42
book-17-p0627,17,B,21,body,1,10,0.521520,0,1,1,,0,0,1,2,32.22
book-17-p0656,17,B,4,title,2,9,0.473511,0,1,1,,0,0,2,2,28.76
book-17-p0656,17,B,8,body,1,7,0.557121,0,1,1,,0,0,1,1,20.38
book-17-p0656,17,B,14,body,1,13,0.570349,1,1,1,,0,0,0,0,22.76
book-17-p0732,17,B,0,title,1,3,0.436685,0,1,1,,0,0,1,1,20.08
book-17-p0776,17,B,17,body,1,8,0.450257,0,1,1,,0,0,1,1,13.22
book-17-p0826,17,B,27,body,1,4,0.448752,0,1,1,,0,0,1,1,24.88
book-17-p0839,17,B,28,body,1,7,0.564684,0,1,1,,0,0,1,1,27.79
book-18-p0069,18,B,3,body,1,10,0.564277,0,1,1,,0,0,1,5,21.91
book-18-p0107,18,B,0,body,1,4,0.415139,1,0,0,unparsed,0,0,0,0,44.14
book-18-p0107,18,B,2,body,1,8,0.467353,0,1,1,,0,0,1,3,20.70
book-18-p0107,18,B,3,body,1,6,0.182101,1,1,1,,0,0,0,0,57.79
book-18-p0107,18,B,7,body,1,7,0.455587,1,1,1,,0,0,0,0,44.79
book-18-p0107,18,B,8,body,1,4,0.520790,0,1,1,,0,0,1,2,23.14
book-18-p0107,18,B,12,body,1,4,0.454573,1,1,1,,0,0,0,0,27.07
book-18-p0107,18,B,13,body,1,6,0.151002,0,1,1,,0,0,1,1,14.83
book-18-p0107,18,B,15,body,1,3,0.549703,1,1,1,,0,0,0,0,24.11
book-18-p0107,18,B,22,body,1,5,0.583402,1,1,1,,0,0,0,0,43.78
book-18-p0118,18,B,5,title,1,2,0.251782,0,1,1,,0,0,1,1,42.81
book-18-p0118,18,B,13,body,1,4,0.521896,0,1,1,,0,0,1,1,30.09
book-18-p0118,18,B,15,body,1,2,0.391122,1,1,1,,0,0,0,0,52.35
book-18-p0118,18,B,24,body,1,2,0.477990,1,1,1,,0,0,0,0,39.53
book-18-p0118,18,B,27,body,1,7,0.470735,1,1,1,,0,0,0,0,22.02
book-18-p0140,18,B,1,body,1,10,0.371057,0,1,1,,0,0,1,2,41.18
book-18-p0140,18,B,12,body,1,1,0.451128,0,1,1,,0,0,1,1,32.18
book-18-p0175,18,B,0,body,1,9,0.583115,1,1,1,,0,0,0,0,39.09
book-18-p0175,18,B,2,body,1,13,0.243900,1,0,0,unparsed,0,0,0,0,57.07
book-18-p0175,18,B,3,title,2,9,0.396891,0,1,1,,0,0,2,2,36.92
book-18-p0175,18,B,6,body,1,5,0.407276,0,1,1,,0,0,1,1,26.60
book-18-p0175,18,B,8,body,1,6,0.172089,1,1,1,,0,0,0,0,34.11
book-18-p0175,18,B,9,body,1,1,0.335505,1,1,1,,0,0,0,0,17.76
book-18-p0175,18,B,22,body,1,2,0.314303,0,1,1,,0,0,1,1,22.33
book-18-p0175,18,B,25,body,1,5,0.438752,0,1,1,,0,0,1,1,47.21
book-18-p0175,18,B,26,body,1,6,0.215006,0,1,1,,0,0,1,1,20.27
book-18-p0175,18,B,30,body,1,5,0.456612,0,1,1,,0,0,1,2,33.00
book-18-p0175,18,B,31,body,1,6,0.595373,1,1,1,,0,0,1,3,29.66
book-18-p0249,18,B,12,body,1,4,0.565540,0,1,1,,0,0,1,4,58.99
book-18-p0249,18,B,14,body,1,8,0.578676,0,1,1,,0,0,1,1,27.12
book-18-p0249,18,B,15,body,1,5,0.519525,1,1,1,,0,0,0,0,23.14
book-18-p0249,18,B,18,body,1,6,0.574988,1,1,1,,0,0,1,4,30.52
book-18-p0249,18,B,23,body,1,1,0.542255,1,1,0,outside-changed,1,1,0,0,19.94
book-18-p0249,18,B,27,body,1,4,0.377173,0,1,1,,0,0,1,1,48.74
book-18-p0312,18,B,23,body,1,9,0.419254,1,1,1,,0,0,0,0,27.02
book-18-p0312,18,B,29,body,1,10,0.168474,1,1,1,,0,0,0,0,18.78
book-18-p0398,18,B,14,body,1,1,0.584776,1,0,0,unparsed,0,0,0,0,44.95
book-18-p0398,18,B,19,body,1,5,0.263114,1,1,1,,0,0,0,0,26.95
book-18-p0398,18,B,25,body,1,11,0.548317,1,1,1,,0,0,0,0,27.97
